,bin_index,chromosome,mean_cnv
118,118,chr1,0.0014087097510567907
119,119,chr1,0.0013535809150574648
120,120,chr1,0.0013148205845143826
121,121,chr1,0.0009674344185159158
122,122,chr1,-0.00021618767619029653
123,123,chr1,-0.0023733721550371263
124,124,chr1,-0.0035126186535552914
125,125,chr1,-0.0016359209913895565
126,126,chr1,-0.0005707291106195992
127,127,chr1,-0.00037852953349797334
128,128,chr1,-0.0005194903339452918
129,129,chr1,-0.0007775828189418796
130,130,chr1,-0.0008359597623478113
131,131,chr1,-0.00046189168848103393
132,132,chr1,-0.00026085222330865564
133,133,chr1,-7.413253658422867e-05
134,134,chr1,3.766050685048606e-05
135,135,chr1,-6.223826314436278e-05
136,136,chr1,-0.0002132178516045006
137,137,chr1,-0.00025796349373969713
138,138,chr2,0.0014710388609418033
139,139,chr2,0.0008025210459272529
140,140,chr2,0.0003920173643010251
141,141,chr2,0.0003136841941252622
142,142,chr2,0.00032431839866971224
143,143,chr2,0.0003293798087397723
144,144,chr2,0.00027862511830030115
145,145,chr2,0.000291634699919215
146,146,chr2,0.0003001868833450472
147,147,chr2,0.0002770749841642699
148,148,chr2,0.0002525195840718489
149,149,chr2,0.00034705509529139227
150,150,chr2,0.0005184181258043262
151,151,chr2,0.0007109671222134007
152,152,chr2,0.0007890943590161522
153,153,chr2,0.0013593430676049063
154,154,chr2,0.0009359363452571305
155,155,chr2,0.0004260535939565701
156,156,chr2,0.0008199993770643377
157,157,chr2,0.0015857188765341604
158,158,chr2,0.0015126045234695761
159,159,chr2,0.0018032544275236775
160,160,chr2,0.0008037880561499443
161,161,chr2,0.0001022518946616441
162,162,chr2,0.00010842206177773767
163,163,chr2,0.00027076238889838726
164,164,chr2,0.0005915928413424231
165,165,chr2,0.0009284739361291663
166,166,chr2,0.001747440483594432
167,167,chr2,0.0025701741102791154
168,168,chr2,0.001632286434291519
169,169,chr2,0.001178364280294961
170,170,chr2,0.0005523723600760417
171,171,chr2,0.00017450764754678872
172,172,chr2,-1.3429632118371159e-05
173,173,chr2,-7.301438279488428e-05
174,174,chr2,-0.0002916227702043122
175,175,chr2,-0.0008215226972968466
176,176,chr2,-0.000989590648301715
177,177,chr2,-0.0003814792929856796
178,178,chr2,-9.574153312041473e-05
179,179,chr2,7.297565470139036e-05
180,180,chr2,0.00023337605878324944
181,181,chr2,0.0004444232175735679
182,182,chr2,0.0004054165570912413
183,183,chr2,0.00022783045495966734
184,184,chr2,6.0644946693779586e-05
185,185,chr2,-0.00014315771818869188
186,186,chr2,-0.00040143298513860694
187,187,chr2,-0.0005126921569055895
188,188,chr2,-0.0004795684579266119
189,189,chr2,-0.00037985465942178817
190,190,chr2,-0.00022079799993528782
191,191,chr2,-7.754522212431516e-05
192,192,chr2,3.1595096896553145e-06
193,193,chr2,6.480866834888121e-05
194,194,chr2,8.70217227615038e-05
195,195,chr2,4.106592589111336e-05
196,196,chr2,-8.519586064836055e-05
197,197,chr2,-0.00033462022799402697
198,198,chr2,-0.0011012651334985548
199,199,chr2,-0.0034170656088565224
200,200,chr2,-0.0049926741455853085
201,201,chr2,-0.004521530051148767
202,202,chr2,-0.002028341311050084
203,203,chr2,-0.0006502106364570706
204,204,chr2,-2.322121726203816e-05
205,205,chr2,6.897921299320501e-05
206,206,chr2,7.394299221094557e-05
207,207,chr2,1.988147906489317e-05
208,208,chr2,-2.2882003300289304e-05
209,209,chr2,6.262772366417526e-05
210,210,chr2,0.0014569427794985873
211,211,chr2,0.004619826873552994
212,212,chr2,0.0017555998111222586
213,213,chr2,0.0003071154173061284
214,214,chr2,4.3883372938300114e-05
215,215,chr2,-0.0002069754734035252
216,216,chr2,-0.0002445066099598128
217,217,chr2,-7.380898642835749e-05
218,218,chr2,3.4165564548735474e-05
219,219,chr2,0.00010940931634036567
220,220,chr2,0.0002184525858964127
221,221,chr2,0.0002448544563238346
222,222,chr2,0.00028808184760510864
223,223,chr3,-7.776604236013825e-05
224,224,chr3,-0.00016797393235896854
225,225,chr3,-0.00033391505587365483
226,226,chr3,-0.0006416252467482209
227,227,chr3,-0.0010540469004983704
228,228,chr3,-0.0013325268024684603
229,229,chr3,-0.0008780575702139378
230,230,chr3,-0.0004862169382265288
231,231,chr3,-0.00031394958171852307
232,232,chr3,-0.00011800700145545067
233,233,chr3,3.57764079255617e-05
234,234,chr3,8.919213629597224e-05
235,235,chr3,0.00018657354834595953
236,236,chr3,0.0003257346838026255
237,237,chr3,0.0003351594469699725
238,238,chr3,0.00042577384696473045
239,239,chr3,0.0006049390322788409
240,240,chr3,0.0005970002180530599
241,241,chr3,0.0005103699310902931
242,242,chr3,0.0004815991557826578
243,243,chr3,-4.9664291395740746e-05
244,244,chr3,-0.0021668337374400703
245,245,chr3,-0.004085241981988264
246,246,chr3,-0.0022217813811870597
247,247,chr3,-0.0008953986302351775
248,248,chr3,2.0064216038082283e-05
249,249,chr3,0.0002446240332580783
250,250,chr3,0.0003917797600939768
251,251,chr3,0.0003483008760571416
252,252,chr3,0.0003510757868209086
253,253,chr3,0.00019734411422811412
254,254,chr3,8.129490094487281e-05
255,255,chr3,-5.8797017548196775e-05
256,256,chr3,-0.000246210029810833
257,257,chr3,-0.0006696592687347142
258,258,chr3,-0.0011788548289398107
259,259,chr3,-0.0016461737963770254
260,260,chr3,-0.002506151919162348
261,261,chr3,-0.003638710133197716
262,262,chr3,-0.004736182666022996
263,263,chr3,-0.005179236103822461
264,264,chr3,-0.004884121545411675
265,265,chr3,-0.002982426093444139
266,266,chr3,-0.0016804477712744788
267,267,chr3,-0.0007455808750840701
268,268,chr3,-0.00034957133517405894
269,269,chr3,-6.699395517402734e-05
270,270,chr3,9.528565863417952e-05
271,271,chr3,0.00023669736053552707
272,272,chr3,0.00022198764611161366
273,273,chr3,0.00029930584731190725
274,274,chr3,0.00027047440726846276
275,275,chr3,9.885065070287096e-05
276,276,chr3,6.490633675120495e-06
277,277,chr3,-7.00383814864172e-05
278,278,chr3,-0.0002979786683141627
279,279,chr3,-0.0007550990013825788
280,280,chr3,-0.0008636058177436701
281,281,chr3,-0.0008185501810680454
282,282,chr3,-0.0005220800190030103
283,283,chr3,-0.00016032719617089874
284,284,chr3,-2.6159560872505744e-06
285,285,chr3,0.00010147308574020222
286,286,chr3,0.00021475400086461423
287,287,chr3,0.00024710921626726394
288,288,chr3,0.00022487131958516323
289,289,chr3,0.00028077560886006917
290,290,chr3,0.0003319270675939267
291,291,chr3,0.0004079387534633233
292,292,chr3,0.0003960321492638655
293,293,chr3,0.0003162514897184907
294,294,chr4,0.03186686921245643
295,295,chr4,0.027381921149032085
296,296,chr4,0.01747715200495503
297,297,chr4,0.007389763111105608
298,298,chr4,0.002752980215527926
299,299,chr4,0.0017039344359261069
300,300,chr4,0.000769142028615648
301,301,chr4,0.00042706602034230687
302,302,chr4,0.000801772386137446
303,303,chr4,0.0011906292705791844
304,304,chr4,0.0007460975536640779
305,305,chr4,0.0002542905800048524
306,306,chr4,9.608527881903246e-06
307,307,chr4,-0.0003165725521846135
308,308,chr4,-0.0004337888578415753
309,309,chr4,-0.00032071088236136815
310,310,chr4,0.000665083799984366
311,311,chr4,0.004545224179470177
312,312,chr4,0.018656080653752894
313,313,chr4,0.017155621410020933
314,314,chr4,0.010314207470553371
315,315,chr4,0.004259853765057724
316,316,chr4,0.0009531673506798089
317,317,chr4,-3.559051346583616e-05
318,318,chr4,-0.00033780188061880573
319,319,chr4,-0.0003983430166006339
320,320,chr4,-0.00035890577201135065
321,321,chr4,-0.00012311086508520945
322,322,chr4,0.0008444843535069541
323,323,chr4,0.0013155077300835002
324,324,chr4,0.0012965242735975598
325,325,chr4,0.0003426311259983189
326,326,chr4,-0.0003836604400127741
327,327,chr4,-0.0007081400707020044
328,328,chr4,-0.000996086159860358
329,329,chr4,-0.0010557131820333326
330,330,chr4,-0.0007302207968798938
331,331,chr4,-0.0003227711193760948
332,332,chr4,-9.426842131458305e-05
333,333,chr4,1.8056287120948065e-05
334,334,chr4,0.0001130517758536406
335,335,chr4,0.00011035209960646678
336,336,chr4,-3.0540940814128116e-05
337,337,chr4,-0.00017819295452255684
338,338,chr4,-0.0005923015443206751
339,339,chr5,0.0018341628141983323
340,340,chr5,-0.00012444667229731413
341,341,chr5,-0.0005903972159979416
342,342,chr5,-0.0009514805602582993
343,343,chr5,-0.000891049934523469
344,344,chr5,-0.0005796066606127691
345,345,chr5,-0.0003673647987944898
346,346,chr5,-0.00019583058441711282
347,347,chr5,-8.273877184394587e-05
348,348,chr5,-2.3850042795897445e-05
349,349,chr5,6.001051184051681e-06
350,350,chr5,1.8523943451883754e-05
351,351,chr5,6.1866959842532606e-06
352,352,chr5,-6.566631002526695e-05
353,353,chr5,-0.00019286018418601184
354,354,chr5,-0.0004924152114377465
355,355,chr5,-0.000984859641213249
356,356,chr5,-0.0019331461029237773
357,357,chr5,-0.0025932018782297084
358,358,chr5,-0.002873775211651473
359,359,chr5,-0.002370779803617967
360,360,chr5,-0.002364850685429394
361,361,chr5,-0.0015880772216089324
362,362,chr5,-0.0009692752049819041
363,363,chr5,-0.0005799355066962423
364,364,chr5,-0.00019076312325540368
365,365,chr5,0.0002844769485849585
366,366,chr5,0.004884296496194583
367,367,chr5,0.014640187092658836
368,368,chr5,0.03568380295160379
369,369,chr5,0.043185346437744694
370,370,chr5,0.039758872084921695
371,371,chr5,0.029816863205768374
372,372,chr5,0.021501831812547213
373,373,chr5,0.005691702480760594
374,374,chr5,0.001044883052377919
375,375,chr5,0.0003122471958519667
376,376,chr5,0.00042374704826448814
377,377,chr5,0.0009479565192512353
378,378,chr5,0.001099206051790961
379,379,chr5,0.00025994494715501546
380,380,chr5,-0.00013357978339919717
381,381,chr5,-0.0004592814262429999
382,382,chr5,-0.0006419197122190449
383,383,chr5,-0.0007289082851495951
384,384,chr5,-0.000595274528608556
385,385,chr5,-0.00021838831851314047
386,386,chr5,0.00010855662571381404
387,387,chr5,0.00015277608277717
388,388,chr5,0.0002380058494232434
389,389,chr5,0.0003750352973080113
390,390,chr5,0.0006072986214261327
391,391,chr6,-7.239793431690477e-05
392,392,chr6,0.0003193746178836513
393,393,chr6,0.009673672406039823
394,394,chr6,0.04353727264565625
395,395,chr6,0.08105548811660723
396,396,chr6,0.11436357714446936
397,397,chr6,0.12534163463569659
398,398,chr6,0.11903240389046074
399,399,chr6,0.101457166199298
400,400,chr6,0.07357527657962742
401,401,chr6,0.04514368714447306
402,402,chr6,0.029289627103335002
403,403,chr6,0.023983479278135694
404,404,chr6,0.020109680201171355
405,405,chr6,0.026025168141217934
406,406,chr6,0.027882350901438712
407,407,chr6,0.018167591452342893
408,408,chr6,0.00985964589006546
409,409,chr6,0.009603512893890382
410,410,chr6,0.007428132854252719
411,411,chr6,0.0060812787789810765
412,412,chr6,0.006181777874316796
413,413,chr6,0.00919004435813637
414,414,chr6,0.004931370851104407
415,415,chr6,0.0024866511340589574
416,416,chr6,0.0022515412736034022
417,417,chr6,0.0037639274365355154
418,418,chr6,0.004173259905824268
419,419,chr6,0.0055134389701144496
420,420,chr6,0.0075783213149059345
421,421,chr6,0.007109746988050724
422,422,chr6,0.002733985143959342
423,423,chr6,0.0006914057366835071
424,424,chr6,0.00010539665335528087
425,425,chr6,-0.00013746584328908627
426,426,chr6,-0.0003952165929178095
427,427,chr6,-0.00047585053950357825
428,428,chr6,-0.0005004591378843693
429,429,chr6,-0.0005247352945317862
430,430,chr6,-0.0003906605990081751
431,431,chr6,-0.00018907184853279686
432,432,chr6,-8.691784226003801e-05
433,433,chr6,6.206336774522794e-05
434,434,chr6,0.00032253771673731297
435,435,chr6,0.000921680643751881
436,436,chr6,0.00027978738195742883
437,437,chr6,-9.088515790629197e-05
438,438,chr6,-0.00044159808789005653
439,439,chr6,-0.0007468123048423638
440,440,chr6,-0.0010210416332668466
441,441,chr6,-0.0006298215475229996
442,442,chr6,-1.2865552597922697e-05
443,443,chr6,0.00040208630503058376
444,444,chr6,0.0005319839128331384
445,445,chr6,0.0009460984411397157
446,446,chr6,0.0012768210623372107
447,447,chr6,0.0009282463384033097
448,448,chr6,0.0004947598088569629
449,449,chr6,0.00030037754875988915
450,450,chr6,0.000174053479943027
451,451,chr6,5.188771866878005e-06
452,452,chr6,-0.00013510732023515044
453,453,chr7,0.0058122169356942905
454,454,chr7,0.0010368216942370735
455,455,chr7,0.0001760534102046338
456,456,chr7,0.00018330973591283787
457,457,chr7,0.000603170828260631
458,458,chr7,0.0019577836515476924
459,459,chr7,0.00597166037357371
460,460,chr7,0.0071730536044942676
461,461,chr7,0.004928344988015597
462,462,chr7,0.0023374695718202192
463,463,chr7,0.0009688145438293364
464,464,chr7,0.00012520704237558292
465,465,chr7,-7.255667372872368e-05
466,466,chr7,0.0001202445310596503
467,467,chr7,0.0005807925214264064
468,468,chr7,0.0004716227954155921
469,469,chr7,0.0008929368271483516
470,470,chr7,0.005007522450812858
471,471,chr7,0.012205573536760411
472,472,chr7,0.02214876840917308
473,473,chr7,0.0409055417366325
474,474,chr7,0.060564286810374235
475,475,chr7,0.05187108472030991
476,476,chr7,0.03520413368786338
477,477,chr7,0.007153251025704462
478,478,chr7,0.000499160434852218
479,479,chr7,9.253268734503824e-05
480,480,chr7,6.2283778992643e-05
481,481,chr7,0.00019625274849988415
482,482,chr7,0.002155626102331769
483,483,chr7,0.01194440222995421
484,484,chr7,0.019977552350124276
485,485,chr7,0.021458167914432856
486,486,chr7,0.026561596651203955
487,487,chr7,0.023809210705089484
488,488,chr7,0.01939511204029866
489,489,chr7,0.01684973686965498
490,490,chr7,0.01587292556005785
491,491,chr7,0.00793897946776506
492,492,chr7,0.00541612487543553
493,493,chr7,0.004100349535817046
494,494,chr7,0.003284487007442581
495,495,chr7,0.001583713838098967
496,496,chr7,0.0015909730250159545
497,497,chr7,0.0011573670712124507
498,498,chr7,0.00054234665133235
499,499,chr7,0.0001458424938816212
500,500,chr7,-1.0446586340221799e-05
501,501,chr7,-0.00010232443842960712
502,502,chr7,-0.00021656223336980127
503,503,chr7,-0.00023645668134958137
504,504,chr7,-0.00017293255764787055
505,505,chr7,-0.00021177762026789818
506,506,chr7,-0.00026981542219765576
507,507,chr7,-9.71307350799644e-05
508,508,chr7,3.56156311917486e-05
509,509,chr8,-0.07995836553352786
510,510,chr8,-0.07867453940735451
511,511,chr8,-0.08073086444931797
512,512,chr8,-0.08873361003180401
513,513,chr8,-0.09324825499470084
514,514,chr8,-0.08720471928951001
515,515,chr8,-0.08504345199609083
516,516,chr8,-0.07932759286402515
517,517,chr8,-0.06342376896893148
518,518,chr8,-0.036623327260452615
519,519,chr8,-0.01725886633977911
520,520,chr8,-0.005446194087876244
521,521,chr8,-0.0011668822855300635
522,522,chr8,-0.00012448010106654305
523,523,chr8,0.00015072555657922408
524,524,chr8,0.0007768882214882781
525,525,chr8,0.0015634333743733827
526,526,chr8,0.0011407654196086575
527,527,chr8,0.0006533857939503161
528,528,chr8,0.00033441939528219394
529,529,chr8,0.00020832835269777352
530,530,chr8,5.504887374259343e-05
531,531,chr8,-3.550637325071852e-05
532,532,chr8,0.0005577396889219138
533,533,chr8,0.0026922557757813057
534,534,chr8,0.006668269685230754
535,535,chr8,0.01122130769434529
536,536,chr8,0.0201168139341308
537,537,chr8,0.020108577310488984
538,538,chr8,0.009504540262424511
539,539,chr8,0.004930981565235446
540,540,chr8,0.0024659160290200176
541,541,chr8,0.0013627608982778783
542,542,chr8,0.0019421070533446115
543,543,chr8,0.004477007652029898
544,544,chr8,0.008982878627759844
545,545,chr8,0.019705565716572487
546,546,chr8,0.033959230405951314
547,547,chr8,0.05189754959614608
548,548,chr8,0.07034435662971997
549,549,chr9,-0.005127109741469678
550,550,chr9,-0.00025479705709452216
551,551,chr9,0.0007126348586841503
552,552,chr9,0.003722265965140187
553,553,chr9,0.003229811881970269
554,554,chr9,0.000976803747981971
555,555,chr9,0.00032747007192754737
556,556,chr9,5.22808921954383e-05
557,557,chr9,-0.0001550129635083918
558,558,chr9,-5.620892392489573e-05
559,559,chr9,-2.3352998188922706e-05
560,560,chr9,-1.0184923700099356e-05
561,561,chr9,-1.304629823060002e-05
562,562,chr9,3.692149199561666e-05
563,563,chr9,7.285820015685933e-05
564,564,chr9,0.00012855251018091697
565,565,chr9,0.0001396921009981367
566,566,chr9,0.00015046229938851325
567,567,chr9,0.00010831075821935737
568,568,chr9,4.543401459852788e-05
569,569,chr9,3.355395322211284e-05
570,570,chr9,4.3410969365796555e-05
571,571,chr9,0.00013206598869173732
572,572,chr9,0.00023842098771982212
573,573,chr9,0.00029631322614476126
574,574,chr9,0.0002841709095650798
575,575,chr9,0.0002001970185976452
576,576,chr9,9.367624507594024e-05
577,577,chr9,2.1431199454745555e-05
578,578,chr9,-2.3919316200639364e-05
579,579,chr9,-2.2853376253422007e-05
580,580,chr9,1.5258041186875513e-05
581,581,chr9,5.602086174343398e-05
582,582,chr9,0.00012296540805328913
583,583,chr9,0.00020350340239594939
584,584,chr9,0.00025027188834172585
585,585,chr9,0.00014366587729694428
586,586,chr9,0.00010021047428350606
587,587,chr9,5.241924712934999e-05
588,588,chr9,2.012968514698235e-05
589,589,chr9,-0.0001055771339099182
590,590,chr9,-8.388531862712764e-05
591,591,chr9,3.941111237673478e-05
592,592,chr9,0.00021618102978785555
593,593,chr9,0.0005173672856034788
594,594,chr9,0.002358129091504769
595,595,chr10,-8.626133277449749e-06
596,596,chr10,-0.0002409616627482666
597,597,chr10,-0.00027559583342720936
598,598,chr10,-0.00022652732861365625
599,599,chr10,-0.0002713870265963525
600,600,chr10,-0.0002539362730730053
601,601,chr10,-0.00015341168286754194
602,602,chr10,-0.00012174460087432097
603,603,chr10,-0.00013323321254193174
604,604,chr10,-0.00016535961164446748
605,605,chr10,-0.00017584509211613324
606,606,chr10,-0.00017550184975331792
607,607,chr10,-9.586155897871174e-05
608,608,chr10,-1.7951315334159731e-06
609,609,chr10,0.00012182418200278454
610,610,chr10,0.0003125668716978834
611,611,chr10,0.0004235211033038772
612,612,chr10,0.00041844340479116755
613,613,chr10,0.00041156312438072966
614,614,chr10,0.00046649155083278214
615,615,chr10,0.0004249754640223009
616,616,chr10,0.00028813842608717705
617,617,chr10,0.00015515983149542938
618,618,chr10,9.944874096325229e-05
619,619,chr10,4.41994658651959e-05
620,620,chr10,2.074413345053289e-05
621,621,chr10,4.1183170393648845e-05
622,622,chr10,6.808476419410633e-05
623,623,chr10,0.00011855065687811277
624,624,chr10,0.0001931499481927676
625,625,chr10,0.0002493635092122642
626,626,chr10,0.000241253463892556
627,627,chr10,0.00022456769215925204
628,628,chr10,0.00019052854330982769
629,629,chr10,3.23177777317565e-05
630,630,chr10,-7.10069058319061e-05
631,631,chr10,3.522048711410067e-06
632,632,chr10,6.737504126871904e-05
633,633,chr10,0.00018255044571184478
634,634,chr10,0.0002790561141543671
635,635,chr10,0.0004858770081748888
636,636,chr10,0.0005707985144038937
637,637,chr10,0.0005223254196929583
638,638,chr10,0.0004636083143824563
639,639,chr10,0.0003233489500391787
640,640,chr11,0.04044882359375911
641,641,chr11,0.020762969114732452
642,642,chr11,0.002603284990530888
643,643,chr11,-0.000452576733798934
644,644,chr11,-0.0011027166588919702
645,645,chr11,-0.0013233930058207904
646,646,chr11,-0.0009844145633133258
647,647,chr11,-0.0003223748809169386
648,648,chr11,0.00035492737186284217
649,649,chr11,0.0019014181808927864
650,650,chr11,0.004037431169754042
651,651,chr11,0.006351815631026158
652,652,chr11,0.007681304226233205
653,653,chr11,0.00937323559599592
654,654,chr11,0.01275982494121283
655,655,chr11,0.01641023943574859
656,656,chr11,0.015218701357834813
657,657,chr11,0.013402489229241523
658,658,chr11,0.009005080141800698
659,659,chr11,0.002943785945262959
660,660,chr11,0.00010012121911562048
661,661,chr11,-0.0005490526139120753
662,662,chr11,-0.004933886783935964
663,663,chr11,-0.024551016124509207
664,664,chr11,-0.05214269378786374
665,665,chr11,-0.07219346808457121
666,666,chr11,-0.08513943744775877
667,667,chr11,-0.09287707174111631
668,668,chr11,-0.10239340358230312
669,669,chr11,-0.10536311546168985
670,670,chr11,-0.10189997557462045
671,671,chr11,-0.0937018995858218
672,672,chr11,-0.08070894281505309
673,673,chr11,-0.06933829199397479
674,674,chr11,-0.05825635679131628
675,675,chr11,-0.05946269086239301
676,676,chr11,-0.06302212371703274
677,677,chr11,-0.06829671231391499
678,678,chr11,-0.07233295583766121
679,679,chr11,-0.08039278311111366
680,680,chr11,-0.08151814344506304
681,681,chr11,-0.0790178062419646
682,682,chr11,-0.07335268491060029
683,683,chr11,-0.06502617335714618
684,684,chr11,-0.0580936444009288
685,685,chr11,-0.05483117807764259
686,686,chr11,-0.056378181253196887
687,687,chr11,-0.06168841209849162
688,688,chr11,-0.07337744840324342
689,689,chr11,-0.08168810853181004
690,690,chr11,-0.08731813987339379
691,691,chr11,-0.09248234250404075
692,692,chr11,-0.09856977896289745
693,693,chr11,-0.09966841951978143
694,694,chr11,-0.10202504850309588
695,695,chr11,-0.10373373195015415
696,696,chr11,-0.10525217959650714
697,697,chr11,-0.10340008994896772
698,698,chr11,-0.1045941114508073
699,699,chr11,-0.10760955075235878
700,700,chr11,-0.1108019130826412
701,701,chr11,-0.10912790003468811
702,702,chr11,-0.10936775998027842
703,703,chr11,-0.1102021674614621
704,704,chr11,-0.10488603591220966
705,705,chr11,-0.09626356731576145
706,706,chr11,-0.09963832774630373
707,707,chr11,-0.10221849938588427
708,708,chr11,-0.0972272194302289
709,709,chr11,-0.09842786003040926
710,710,chr11,-0.1028814711489769
711,711,chr11,-0.09974533525291142
712,712,chr11,-0.0910776870977978
713,713,chr12,-0.0037909533159297872
714,714,chr12,-0.013018477839511515
715,715,chr12,-0.03488862143898304
716,716,chr12,-0.05342846651114067
717,717,chr12,-0.04050060557933815
718,718,chr12,-0.007830552997370233
719,719,chr12,-0.0008466175578590309
720,720,chr12,-8.435083344628528e-05
721,721,chr12,0.0003481918471395275
722,722,chr12,0.0009941580607753238
723,723,chr12,0.0009211475124049267
724,724,chr12,7.707134256192282e-05
725,725,chr12,-0.00017438579578623792
726,726,chr12,-0.0002649590157547351
727,727,chr12,-0.00022146491203170788
728,728,chr12,-0.00015283802032112928
729,729,chr12,-6.558552567854541e-05
730,730,chr12,2.4647909252857966e-05
731,731,chr12,0.00017935484480468528
732,732,chr12,0.0004984756465497151
733,733,chr12,0.0011636319652052621
734,734,chr12,0.001440605107601287
735,735,chr12,0.0016223119995626846
736,736,chr12,0.00144604464755276
737,737,chr12,0.0011844365989611503
738,738,chr12,0.0005598379424072576
739,739,chr12,0.000389128188950712
740,740,chr12,0.00023342589099007254
741,741,chr12,0.0003410207503287332
742,742,chr12,0.0006667013874443913
743,743,chr12,0.0015125050670966316
744,744,chr12,0.0012186776540535483
745,745,chr12,0.0008191244141732372
746,746,chr12,0.00019306364781687403
747,747,chr12,-7.136939055178219e-05
748,748,chr12,-0.00017899636954587072
749,749,chr12,-0.00016308554956680573
750,750,chr12,-9.713911929720034e-05
751,751,chr12,-1.0445743776423044e-05
752,752,chr12,3.6327322846092856e-05
753,753,chr12,-6.211357755170403e-05
754,754,chr12,-0.0002168733723735264
755,755,chr12,-0.0003738696729726206
756,756,chr12,-0.0005829197955314624
757,757,chr12,-0.0006286265397938998
758,758,chr12,-0.0005090339200886498
759,759,chr12,-0.0003725968051923359
760,760,chr12,-0.00028608196096375176
761,761,chr12,-0.00019743970704469397
762,762,chr12,-0.00012152000775658097
763,763,chr12,-2.5561381696487512e-05
