,bin_index,chromosome,mean_cnv
224,224,chr3,-0.00650432272408757
225,225,chr3,-0.008850195242332546
226,226,chr3,-0.010412733152892328
227,227,chr3,-0.010954000226198751
228,228,chr3,-0.009697277579406962
229,229,chr3,-0.00446553825695922
230,230,chr3,-0.00027614344747139784
231,231,chr3,0.0
232,232,chr3,0.0
233,233,chr3,0.0
234,234,chr3,0.0
235,235,chr3,0.0
236,236,chr3,2.5046767186763686e-05
237,237,chr3,0.00010620934012865561
238,238,chr3,0.0008879842476624448
239,239,chr3,0.005943785944895921
240,240,chr3,0.011869085269820594
241,241,chr3,0.010091076638101997
242,242,chr3,0.0074421615332126555
243,243,chr3,0.0040213298738606676
244,244,chr3,0.0004483085542664239
245,245,chr3,0.0
246,246,chr3,0.0
247,247,chr3,-2.5178288815176963e-05
248,248,chr3,-0.00012547298336750346
249,249,chr3,0.0005779866962721673
250,250,chr3,0.0016753355532832658
251,251,chr3,0.0001300211872898813
252,252,chr3,5.18848627981893e-05
253,253,chr3,0.0
254,254,chr3,0.0
255,255,chr3,0.0
256,256,chr3,0.0
257,257,chr3,-2.439827187239999e-05
258,258,chr3,-0.0002050439528164431
259,259,chr3,-0.00015964952523659536
260,260,chr3,-0.00016659476490307748
261,261,chr3,-3.850479663127247e-05
262,262,chr3,5.550873192419201e-05
263,263,chr3,-2.4242012960491722e-05
264,264,chr3,0.0
265,265,chr3,0.0
266,266,chr3,0.0
267,267,chr3,7.734131781820566e-05
268,268,chr3,0.00040477395424965985
269,269,chr3,0.0005224583230775259
270,270,chr3,0.0001964300600917052
271,271,chr3,-2.4521572279112412e-05
272,272,chr3,-7.700511606768006e-05
273,273,chr3,-0.00016565148656125798
274,274,chr3,-0.0005720254177653281
275,275,chr3,-0.0012431642590778219
276,276,chr3,-0.0009340047305010298
277,277,chr3,-0.000544785306588609
278,278,chr3,-0.00044715539273109414
279,279,chr3,-0.00045939790912162017
280,280,chr3,-0.00023468124271634676
281,281,chr3,-0.00010033064325831641
282,282,chr3,-2.514091939826901e-05
283,283,chr3,0.00018351896021854639
284,284,chr3,0.0016272625315139045
285,285,chr3,0.0028898322415559867
286,286,chr3,0.0029605510728160675
287,287,chr3,0.002139366926238994
288,288,chr3,0.0015805794832998326
289,289,chr3,0.0007982962734550306
290,290,chr3,0.0020803241122939065
291,291,chr3,0.006530012868908849
292,292,chr3,0.009238137817564869
293,293,chr3,0.007906143086583868
294,294,chr4,0.0020800935929447093
295,295,chr4,0.003979194173595504
296,296,chr4,0.003362867980914749
297,297,chr4,0.002310303308552271
298,298,chr4,0.0032409719627045233
299,299,chr4,0.005315500001336955
300,300,chr4,0.0034960747106241095
301,301,chr4,0.00202319764564837
302,302,chr4,0.0035439435814600866
303,303,chr4,0.005388923537491166
304,304,chr4,0.004615555868546516
305,305,chr4,0.0033459876148750835
306,306,chr4,0.0023183747002176545
307,307,chr4,0.00032432233685025623
308,308,chr4,0.00012770052267649113
309,309,chr4,0.0008581492645140146
310,310,chr4,0.006737725738330295
311,311,chr4,0.013141779393558175
312,312,chr4,0.020655317316976594
313,313,chr4,0.017018943197065678
314,314,chr4,0.010721028260237854
315,315,chr4,0.0033024535918631187
316,316,chr4,0.0001538055727123543
317,317,chr4,-0.0001329282933303933
318,318,chr4,-0.0006564915447893997
319,319,chr4,-0.0003134091826131296
320,320,chr4,0.0
321,321,chr4,0.0
322,322,chr4,0.0
323,323,chr4,0.00013138563348895173
324,324,chr4,0.0009143485701480153
325,325,chr4,0.0012327305088668924
326,326,chr4,0.0007710975448900333
327,327,chr4,0.00010643847437840783
328,328,chr4,0.0
329,329,chr4,0.0
330,330,chr4,0.0
331,331,chr4,0.0
332,332,chr4,0.0
333,333,chr4,5.7191088169080694e-05
334,334,chr4,0.0015322360704702984
335,335,chr4,0.001599160083330777
336,336,chr4,0.0005909692280554909
337,337,chr4,0.00013101380801060466
338,338,chr4,0.0
339,339,chr5,0.0
340,340,chr5,-0.0001768744674434128
341,341,chr5,-0.00015254032626556217
342,342,chr5,-7.90562262073167e-05
343,343,chr5,-2.574728692461527e-05
344,344,chr5,-2.5497856704147364e-05
345,345,chr5,-2.7442461690655236e-05
346,346,chr5,0.0
347,347,chr5,0.0
348,348,chr5,0.0
349,349,chr5,0.0002402282234909775
350,350,chr5,0.0008842635769285082
351,351,chr5,0.0013637682386416121
352,352,chr5,0.0009527053131239575
353,353,chr5,0.00016176552793296
354,354,chr5,0.0
355,355,chr5,0.0
356,356,chr5,-0.001569394787917357
357,357,chr5,-0.007090176619300544
358,358,chr5,-0.007786568165132238
359,359,chr5,-0.005649033064225672
360,360,chr5,-0.003742141158603036
361,361,chr5,-0.0004081813954241704
362,362,chr5,0.0
363,363,chr5,0.0
364,364,chr5,0.0
365,365,chr5,0.0
366,366,chr5,0.00010031209135905256
367,367,chr5,0.000261262082463334
368,368,chr5,0.0003656866389447022
369,369,chr5,2.4344512514713675e-05
370,370,chr5,0.0
371,371,chr5,0.0
372,372,chr5,0.0
373,373,chr5,0.0
374,374,chr5,0.0
375,375,chr5,2.5465279251825112e-05
376,376,chr5,0.00014722141219887416
377,377,chr5,0.002920627514906528
378,378,chr5,0.005461999290579206
379,379,chr5,0.003508367339737398
380,380,chr5,0.001666591992219862
381,381,chr5,-0.002326875169208478
382,382,chr5,-0.006333616695523978
383,383,chr5,-0.009518182561482794
384,384,chr5,-0.009592185504291096
385,385,chr5,-0.002628896548428415
386,386,chr5,0.0005893197306542543
387,387,chr5,0.0008251716531175286
388,388,chr5,0.0005885731912637796
389,389,chr5,0.0016605718067715515
390,390,chr5,0.005250258323862525
391,391,chr6,0.0
392,392,chr6,0.0
393,393,chr6,0.0
394,394,chr6,-2.457897446819631e-05
395,395,chr6,-7.97882427694373e-05
396,396,chr6,-0.00010488907244330131
397,397,chr6,-2.4725108173689534e-05
398,398,chr6,0.0
399,399,chr6,0.00041675709598166735
400,400,chr6,0.006881203172835434
401,401,chr6,0.016167294997371243
402,402,chr6,0.022213027392326223
403,403,chr6,0.02654416196428038
404,404,chr6,0.023765056230904625
405,405,chr6,0.02230813698712402
406,406,chr6,0.020150970823147294
407,407,chr6,0.014737830936383136
408,408,chr6,0.003069947572786106
409,409,chr6,0.0008818154079331853
410,410,chr6,-1.8286748009854378e-05
411,411,chr6,-9.170100487191313e-05
412,412,chr6,-0.0002502114095128882
413,413,chr6,-0.00014128431374319439
414,414,chr6,-0.00019988024667977732
415,415,chr6,-0.0002199788210982936
416,416,chr6,-8.461254238921382e-05
417,417,chr6,-5.2062060568676015e-05
418,418,chr6,0.0
419,419,chr6,2.7718730602118044e-05
420,420,chr6,8.472438168546378e-05
421,421,chr6,0.00043255211986993115
422,422,chr6,0.0005419294033925439
423,423,chr6,7.910715944577874e-05
424,424,chr6,0.0
425,425,chr6,-5.169759460833112e-05
426,426,chr6,-0.0003870645189812526
427,427,chr6,-0.0011313087368365117
428,428,chr6,-0.001483813487919455
429,429,chr6,-0.00134707834555211
430,430,chr6,-0.0011985236724418456
431,431,chr6,-0.0008820716711973191
432,432,chr6,-0.0005818189743233877
433,433,chr6,-0.0005405187459944295
434,434,chr6,-0.0004941720878951829
435,435,chr6,-0.00015975800774481659
436,436,chr6,-0.00020917084397502943
437,437,chr6,-0.00025969695945743577
438,438,chr6,-5.112872475260788e-05
439,439,chr6,0.0
440,440,chr6,0.0
441,441,chr6,0.0
442,442,chr6,0.0
443,443,chr6,0.0
444,444,chr6,2.4345379419499323e-05
445,445,chr6,0.0008442135154494362
446,446,chr6,0.001024518714216229
447,447,chr6,5.533617877965594e-05
448,448,chr6,2.694808385538472e-05
449,449,chr6,0.0
450,450,chr6,0.0
451,451,chr6,0.0
452,452,chr6,0.0
453,453,chr7,0.002771487040571581
454,454,chr7,0.0004948596190452162
455,455,chr7,0.0006894674015417879
456,456,chr7,0.0009266268963268779
457,457,chr7,0.0006432175690526465
458,458,chr7,0.0006274228554605161
459,459,chr7,0.0016271873529650747
460,460,chr7,0.0036038798977147003
461,461,chr7,0.00031792668059768244
462,462,chr7,7.707647625622054e-05
463,463,chr7,0.0
464,464,chr7,0.0
465,465,chr7,-0.00010255179148847573
466,466,chr7,-0.0001289451400365261
467,467,chr7,-7.703199974982987e-05
468,468,chr7,-5.033515611728799e-05
469,469,chr7,2.7221123189480944e-05
470,470,chr7,0.0017613773104047249
471,471,chr7,0.014700080374216037
472,472,chr7,0.028640940866835246
473,473,chr7,0.03874323991173634
474,474,chr7,0.044259239376070424
475,475,chr7,0.03697058792160615
476,476,chr7,0.026961089487869367
477,477,chr7,0.010226531706082979
478,478,chr7,0.00011065072866493605
479,479,chr7,-7.865520697872669e-05
480,480,chr7,-0.00031848175994505075
481,481,chr7,-0.0008626522445594802
482,482,chr7,0.00012096836867885114
483,483,chr7,0.001192763435258423
484,484,chr7,0.007241501867783882
485,485,chr7,0.021439030154409584
486,486,chr7,0.032682833277917885
487,487,chr7,0.03507793107362825
488,488,chr7,0.035148157235779263
489,489,chr7,0.03500757035872188
490,490,chr7,0.03276506129209679
491,491,chr7,0.02304458526732148
492,492,chr7,0.01908431163535025
493,493,chr7,0.014718966969755286
494,494,chr7,0.010404291480124615
495,495,chr7,0.007108498992437214
496,496,chr7,0.007122948759495567
497,497,chr7,0.003704662149138685
498,498,chr7,4.9069094716735134e-05
499,499,chr7,0.0
500,500,chr7,0.0
501,501,chr7,-0.00018711004419960975
502,502,chr7,-0.0004965305790765179
503,503,chr7,-7.779862024887661e-05
504,504,chr7,2.7784964139075702e-05
505,505,chr7,0.0001315102119380109
506,506,chr7,0.00019615628070652523
507,507,chr7,0.00018039104058806325
508,508,chr7,0.00012357767767577174
509,509,chr8,-0.004373864895454021
510,510,chr8,-0.008973268250889517
511,511,chr8,-0.018026523381091304
512,512,chr8,-0.024678101053112304
513,513,chr8,-0.026302180964592817
514,514,chr8,-0.023704789692040422
515,515,chr8,-0.02043318756960655
516,516,chr8,-0.013551965907654817
517,517,chr8,-0.0023927286603073997
518,518,chr8,-0.0004461789694871073
519,519,chr8,-0.00023921414289789652
520,520,chr8,-0.00015189680871236942
521,521,chr8,0.0
522,522,chr8,0.0
523,523,chr8,0.0
524,524,chr8,0.00013923691322302768
525,525,chr8,0.0003497304382989065
526,526,chr8,0.00014127436915695654
527,527,chr8,0.0
528,528,chr8,0.0
529,529,chr8,0.0
530,530,chr8,0.0
531,531,chr8,0.0
532,532,chr8,0.0002621293370310462
533,533,chr8,0.0035113477509710446
534,534,chr8,0.004163130782554859
535,535,chr8,0.001870660643247095
536,536,chr8,0.0009318487629078434
537,537,chr8,0.0005711118120617895
538,538,chr8,2.6085976005488372e-05
539,539,chr8,0.0
540,540,chr8,0.00018565500410127212
541,541,chr8,5.935034975152346e-05
542,542,chr8,2.9755630253306835e-05
543,543,chr8,0.0003160971838509723
544,544,chr8,0.003364386045253341
545,545,chr8,0.012804183157329443
546,546,chr8,0.02638642073157721
547,547,chr8,0.04349889851769803
548,548,chr8,0.06015324015611971
549,549,chr9,0.00014032948143288682
550,550,chr9,0.000894458054434178
551,551,chr9,0.0038084463142886026
552,552,chr9,0.005833642878811651
553,553,chr9,0.0035578118848889487
554,554,chr9,0.0017600446379185696
555,555,chr9,0.0009163402264580839
556,556,chr9,0.0004033200641308875
557,557,chr9,0.0001365870615239312
558,558,chr9,0.0005349360661798903
559,559,chr9,0.0003155660782010184
560,560,chr9,0.000300925308753222
561,561,chr9,8.429698787097225e-05
562,562,chr9,5.388652635847455e-05
563,563,chr9,0.0
564,564,chr9,0.0
565,565,chr9,0.0
566,566,chr9,0.0
567,567,chr9,-2.4335300568331176e-05
568,568,chr9,4.937449300396815e-05
569,569,chr9,0.00037042142910905765
570,570,chr9,0.0012542569965202169
571,571,chr9,0.004164622601706894
572,572,chr9,0.01336746771941093
573,573,chr9,0.01852606459386813
574,574,chr9,0.019203617027924606
575,575,chr9,0.01751230641927855
576,576,chr9,0.005442119731360979
577,577,chr9,2.127560857553971e-07
578,578,chr9,-2.9907081197661926e-05
579,579,chr9,-2.6208629445883345e-05
580,580,chr9,-2.7738136452351894e-05
581,581,chr9,-2.6810487478503486e-05
582,582,chr9,0.0001906544972747424
583,583,chr9,0.0020698297351608675
584,584,chr9,0.0028772051001704924
585,585,chr9,0.0005161603811456231
586,586,chr9,5.343820611284207e-05
587,587,chr9,0.0
588,588,chr9,-2.7282947126739234e-05
589,589,chr9,-8.225118396698182e-05
590,590,chr9,-2.4554028277062914e-05
591,591,chr9,0.0
592,592,chr9,0.00012509547932909273
593,593,chr9,0.004725683511317934
594,594,chr9,0.018331779619344218
595,595,chr10,-0.01970036369759776
596,596,chr10,-0.023622773973626596
597,597,chr10,-0.02378599331842849
598,598,chr10,-0.020076471678791903
599,599,chr10,-0.017588393792240708
600,600,chr10,-0.015043506740918233
601,601,chr10,-0.010628259775531475
602,602,chr10,-0.004800691657150877
603,603,chr10,-0.004051167932318578
604,604,chr10,-0.003251465003694222
605,605,chr10,-0.002694875229160824
606,606,chr10,-0.002351815204398376
607,607,chr10,-0.001302770755514981
608,608,chr10,-0.0013398967022475443
609,609,chr10,-0.002020088245001189
610,610,chr10,-0.003491710214122991
611,611,chr10,-0.005057063937189054
612,612,chr10,-0.007081383705788652
613,613,chr10,-0.006923200027538952
614,614,chr10,-0.0028490526656487197
615,615,chr10,-0.0002858771018509893
616,616,chr10,0.0
617,617,chr10,0.0
618,618,chr10,0.0
619,619,chr10,0.0
620,620,chr10,0.0
621,621,chr10,-2.5083353380787513e-05
622,622,chr10,-0.0005941471823683959
623,623,chr10,-0.0026230096429351096
624,624,chr10,-0.001607806351105589
625,625,chr10,-0.00010222102234026093
626,626,chr10,0.0
627,627,chr10,0.0
628,628,chr10,0.0
629,629,chr10,0.0
630,630,chr10,0.0
631,631,chr10,0.0001107017440465462
632,632,chr10,0.0004538874237815897
633,633,chr10,0.0022296088973103615
634,634,chr10,0.0038819489380496597
635,635,chr10,0.006633365139760747
636,636,chr10,0.006562824453381098
637,637,chr10,0.0053747408672465925
638,638,chr10,0.004841152412204483
639,639,chr10,0.005514498884083167
640,640,chr11,0.042477120369107536
641,641,chr11,0.02409904986625484
642,642,chr11,0.005889224286804043
643,643,chr11,2.764038790809552e-05
644,644,chr11,-5.009103606088139e-05
645,645,chr11,-0.00012527419447796092
646,646,chr11,-7.770836793965243e-05
647,647,chr11,-5.118873212594569e-05
648,648,chr11,0.0
649,649,chr11,5.1462069733858935e-05
650,650,chr11,0.0006346699759462136
651,651,chr11,0.002348955133771075
652,652,chr11,0.005508785958939484
653,653,chr11,0.006156453849570867
654,654,chr11,0.004657022283040629
655,655,chr11,0.005684018296583787
656,656,chr11,0.006866817211725889
657,657,chr11,0.0074321935101727896
658,658,chr11,0.00961189412971108
659,659,chr11,0.009554800063296483
660,660,chr11,0.004985945472748188
661,661,chr11,0.0011697528381593738
662,662,chr11,0.0
663,663,chr11,-2.4751993606586034e-05
664,664,chr11,-0.0018883495529781666
665,665,chr11,-0.00591293524074013
666,666,chr11,-0.009598188441000242
667,667,chr11,-0.01218464257068999
668,668,chr11,-0.01420133544002193
669,669,chr11,-0.014338065260274585
670,670,chr11,-0.010298868960375147
671,671,chr11,-0.004926539651681052
672,672,chr11,-0.0022952512583404054
673,673,chr11,-0.0026963040284216713
674,674,chr11,-0.0036901414065946742
675,675,chr11,-0.00505054178269238
676,676,chr11,-0.00870426476414996
677,677,chr11,-0.014604339104212192
678,678,chr11,-0.01545964404322502
679,679,chr11,-0.015811756871382074
680,680,chr11,-0.016322592753896786
681,681,chr11,-0.012676546124446346
682,682,chr11,-0.007286831175569938
683,683,chr11,-0.0050995787919798485
684,684,chr11,-0.004345527886688232
685,685,chr11,-0.002699815897577476
686,686,chr11,-0.0018877285362438067
687,687,chr11,-0.0021335302473961385
688,688,chr11,-0.002278261533427444
689,689,chr11,-0.0019152097044845152
690,690,chr11,-0.001983808618649562
691,691,chr11,-0.0034503352936126916
692,692,chr11,-0.005682204608435785
693,693,chr11,-0.009295326192648935
694,694,chr11,-0.01305886995149213
695,695,chr11,-0.015686937682265496
696,696,chr11,-0.016331244594763098
697,697,chr11,-0.016331254807257316
698,698,chr11,-0.016681507939648475
699,699,chr11,-0.016921564567023973
700,700,chr11,-0.0176247068307582
701,701,chr11,-0.016183484241976562
702,702,chr11,-0.014252145822813617
703,703,chr11,-0.011717787045990758
704,704,chr11,-0.010998828323055352
705,705,chr11,-0.010354121896303243
706,706,chr11,-0.011057503879265436
707,707,chr11,-0.009469979418729171
708,708,chr11,-0.0074480583055499105
709,709,chr11,-0.004551241610487197
710,710,chr11,-0.0014906020782564906
711,711,chr11,-0.0005261246093643969
712,712,chr11,-0.0013710945950556838
713,713,chr12,-0.0020270800058762913
714,714,chr12,-0.005395586561151871
715,715,chr12,-0.010290267803699283
716,716,chr12,-0.013164881215761301
717,717,chr12,-0.0023859560221065742
718,718,chr12,0.0
719,719,chr12,0.0008561157265205719
720,720,chr12,0.01233140639357111
721,721,chr12,0.018468133562016417
722,722,chr12,0.014057393200044501
723,723,chr12,0.005146257483191842
724,724,chr12,8.074157743431757e-05
725,725,chr12,-0.0006877954797578054
726,726,chr12,-0.0004954860955119058
727,727,chr12,0.0
728,728,chr12,0.0
729,729,chr12,0.0
730,730,chr12,0.0
731,731,chr12,0.0
732,732,chr12,0.0
733,733,chr12,0.0
734,734,chr12,-2.4721188438028866e-05
735,735,chr12,-2.9876235543212264e-05
736,736,chr12,0.0003028769428354781
737,737,chr12,9.712606677779586e-05
738,738,chr12,-2.813833326680875e-05
739,739,chr12,-2.489587096610495e-05
740,740,chr12,0.0
741,741,chr12,-2.5771956045743855e-05
742,742,chr12,-5.335229958270861e-05
743,743,chr12,-0.00012775110883716644
744,744,chr12,-0.0003256205670884009
745,745,chr12,-0.00026818499461983005
746,746,chr12,-0.00018666322264534996
747,747,chr12,-0.0001631801755939417
748,748,chr12,-0.00011021847300509045
749,749,chr12,2.56739131943435e-05
750,750,chr12,5.4451420241880436e-05
751,751,chr12,5.552490866332186e-05
752,752,chr12,8.23792075412162e-05
753,753,chr12,2.9354517904770326e-05
754,754,chr12,0.0
755,755,chr12,0.0
756,756,chr12,0.0
757,757,chr12,-7.592329023471705e-05
758,758,chr12,-0.0060761842116902505
759,759,chr12,-0.013651565775767073
760,760,chr12,-0.019026616529060625
761,761,chr12,-0.024144711913472956
762,762,chr12,-0.025578366177237653
763,763,chr12,-0.020802108067641805
764,764,chr12,-0.013778231430799863
765,765,chr12,-0.002320278933163498
766,766,chr12,-0.000186171322998158
767,767,chr12,0.0
768,768,chr12,8.173738529718324e-05
769,769,chr12,0.0006361020521348523
770,770,chr12,0.003199821090358822
771,771,chr12,0.004021542891089377
772,772,chr12,0.0021942615157779293
773,773,chr12,0.00031414184845214864
774,774,chr12,0.0
775,775,chr12,0.0
776,776,chr12,-2.4897157302747673e-05
777,777,chr13,0.0024910763094188678
778,778,chr13,0.0010118968356114413
779,779,chr13,0.00010952629757850063
780,780,chr13,-0.0002907440651653226
781,781,chr13,-0.00040239800146396604
782,782,chr13,0.00022189280882358575
783,783,chr13,0.003836229575607505
784,784,chr13,0.010388636501456596
785,785,chr13,0.017312800411991895
786,786,chr13,0.023753853596259315
787,787,chr13,0.022606756729720835
788,788,chr13,0.01768080732755095
789,789,chr13,0.010244441860532498
790,790,chr13,0.002743107460107138
791,791,chr14,-0.002582782660549477
792,792,chr14,-0.0019614874674388364
793,793,chr14,-0.0018225549081377164
794,794,chr14,-0.0025942844829934955
795,795,chr14,-0.0040734492027371585
796,796,chr14,-0.007926431388931324
797,797,chr14,-0.012067159752917249
798,798,chr14,-0.01412332361570007
799,799,chr14,-0.014982575278717911
800,800,chr14,-0.015782211904316786
801,801,chr14,-0.012703341915807215
802,802,chr14,-0.009519502642057932
803,803,chr14,-0.007880013745765012
804,804,chr14,-0.0076287527348733305
805,805,chr14,-0.006708416069450018
806,806,chr14,-0.005590418318491361
807,807,chr14,-0.004316572050685829
808,808,chr14,-0.0031975022962228462
809,809,chr14,-0.0022774601376964886
