chromosome,chr_num,bin_index,truth_value,pred_value,x,truth_label,pred_label,truth,pred
chr1,1,56,2.461343767660699e-05,-2.070587144317398e-05,56.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,57,-2.6422452161241827e-05,-0.00022095290415207334,57.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,58,-4.992521480224658e-05,-0.0004180875807008334,58.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,59,6.926416884093243e-05,-0.0005762527249911733,59.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,60,0.0005426989913816651,-0.0007755877539122835,60.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,61,0.00021650207649183403,-0.0005255406347435253,61.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,62,6.116785328935881e-05,-0.00034757330758307674,62.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,63,-5.2067186246697184e-05,-0.00016762866668886396,63.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,64,-0.00030924494062800894,-0.00012239366970615893,64.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,65,-0.0004539093246235793,-0.000865911902190436,65.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,66,-0.000371221437248201,-0.00857379489898018,66.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,67,9.962658472676532e-05,-0.018386267249650496,67.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,68,-2.4846509060284183e-05,-0.02463935708402227,68.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,69,7.788078125402966e-05,-0.028224417326918286,69.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,70,-0.0003828026805905516,-0.02981539064812354,70.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,71,-0.0004110145958427907,-0.02911850252118038,71.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,72,-0.00040423765268783173,-0.027193764641647165,72.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,73,-0.00022701294388841043,-0.02483911539528246,73.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,74,1.0171885613256029e-05,-0.021250642218587645,74.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,75,0.001311805992527195,-0.0163711561831203,75.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,76,0.001717242848495887,-0.01104731408001409,76.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,77,8.626890647096592e-05,-0.005066666788960129,77.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,78,-0.002264791117049683,-0.0028979268811320665,78.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,79,-0.001897952455716201,-0.000509501010041749,79.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,80,-0.0011960689763811704,0.00019149224877625313,80.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,81,-7.951744686396236e-05,0.0006644501451100901,81.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,82,0.0030769754123121298,0.0024668780958810865,82.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,83,0.008158251787331807,0.010969672611483775,83.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,84,0.009417588049950748,0.017684091601757063,84.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,85,0.008763121996442878,0.019425513557374353,85.0,snPATHOseq,CosMx_tumor,0,1
chr1,1,86,0.006171848606816574,0.011889845859292161,86.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,87,0.00102755097082028,0.0051306592657554585,87.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,88,5.189242973694198e-05,0.002038455172068807,88.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,89,2.5270890179045406e-05,0.0017940682100549144,89.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,90,0.00015499024516045545,0.003023148959046281,90.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,91,5.4968664309233836e-05,0.0032744728212976974,91.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,92,2.4304327588388507e-05,0.002032407980937628,92.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,93,-2.4392413206055424e-05,0.0008735066340799139,93.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,94,-0.00011095578682707094,0.0003550603755304547,94.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,95,-0.001984120683954132,-0.0002510065257454531,95.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,96,-0.010435977871564922,-0.0008662198248855855,96.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,97,-0.015885360906699755,-0.0015349929190234942,97.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,98,-0.018237603873813575,-0.0030867341269646123,98.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,99,-0.01887842672400681,-0.010047689356225511,99.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,100,-0.01660682700053867,-0.014125548861164435,100.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,101,-0.014789341992488917,-0.014800109402490526,101.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,102,-0.012964362072776948,-0.011411986482370249,102.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,103,-0.010404301441342993,-0.00410093693014532,103.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,104,-0.009120664389051977,-0.0008874113173162338,104.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,105,-0.006646469236617523,-0.00032618654106168163,105.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,106,-0.004397421682875626,-0.00013963523013636988,106.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,107,-0.004465044433481363,-9.271695734396151e-05,107.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,108,-0.005556424781761812,-0.000279320975450993,108.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,109,-0.007471225835728188,-0.0034481144760198576,109.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,110,-0.010365209723856336,-0.014092072737490476,110.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,111,-0.014859455121365484,-0.020340235306721636,111.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,112,-0.015647579055802757,-0.023341424363259564,112.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,113,-0.01010572285307454,-0.02118947014619267,113.0,snPATHOseq,CosMx_tumor,0,-1
chr1,1,114,-0.0024463583460584584,-0.009390155077901195,114.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,115,-0.0003963455871224934,-0.001971521176843768,115.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,116,0.0,-0.0004910584158347798,116.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,117,0.0004240851698085638,0.0004384229821582904,117.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,118,0.00039821611378963473,0.0014087097510567907,118.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,119,0.0,0.0013535809150574648,119.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,120,2.436793273297644e-05,0.0013148205845143826,120.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,121,0.000560754517249513,0.0009674344185159158,121.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,122,0.001795644757303626,-0.00021618767619029653,122.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,123,0.004247356392028682,-0.0023733721550371263,123.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,124,0.007395352324670695,-0.0035126186535552914,124.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,125,0.005893206601918449,-0.0016359209913895565,125.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,126,0.0028838700651852584,-0.0005707291106195992,126.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,127,0.0008717480732628167,-0.00037852953349797334,127.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,128,0.0006410222730673506,-0.0005194903339452918,128.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,129,0.0006847386404967281,-0.0007775828189418796,129.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,130,0.0018056384524962623,-0.0008359597623478113,130.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,131,0.004541463776679091,-0.00046189168848103393,131.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,132,0.006518172142907447,-0.00026085222330865564,132.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,133,0.002282064959362493,-7.413253658422867e-05,133.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,134,0.00067775869370264,3.766050685048606e-05,134.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,135,0.00010733744502047047,-6.223826314436278e-05,135.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,136,0.0,-0.0002132178516045006,136.0,snPATHOseq,CosMx_tumor,0,0
chr1,1,137,0.0,-0.00025796349373969713,137.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,138,0.0,0.0014710388609418033,138.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,139,0.0,0.0008025210459272529,139.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,140,0.0,0.0003920173643010251,140.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,141,0.0,0.0003136841941252622,141.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,142,0.0,0.00032431839866971224,142.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,143,0.0,0.0003293798087397723,143.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,144,0.0,0.00027862511830030115,144.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,145,0.0,0.000291634699919215,145.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,146,0.0,0.0003001868833450472,146.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,147,0.0,0.0002770749841642699,147.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,148,0.0,0.0002525195840718489,148.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,149,2.5980842614668664e-05,0.00034705509529139227,149.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,150,0.0003542022281729537,0.0005184181258043262,150.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,151,0.0005370630371070827,0.0007109671222134007,151.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,152,0.0006046432496488352,0.0007890943590161522,152.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,153,0.00028380399182735593,0.0013593430676049063,153.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,154,0.0,0.0009359363452571305,154.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,155,0.0,0.0004260535939565701,155.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,156,0.0,0.0008199993770643377,156.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,157,-0.00012626368435047879,0.0015857188765341604,157.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,158,-0.0002642612450467441,0.0015126045234695761,158.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,159,-0.00015649954203799578,0.0018032544275236775,159.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,160,-0.00015192669280595522,0.0008037880561499443,160.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,161,-0.0004440431805316797,0.0001022518946616441,161.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,162,-0.00028785056948217195,0.00010842206177773767,162.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,163,-0.0002845517796680983,0.00027076238889838726,163.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,164,-0.00026786819318528644,0.0005915928413424231,164.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,165,-0.00024001632156191586,0.0009284739361291663,165.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,166,-0.00010603162520865685,0.001747440483594432,166.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,167,-0.0001287293994622526,0.0025701741102791154,167.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,168,-9.959109132126719e-05,0.001632286434291519,168.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,169,-0.00025730533329694965,0.001178364280294961,169.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,170,-0.0016256563988835833,0.0005523723600760417,170.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,171,-0.001968217334379011,0.00017450764754678872,171.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,172,-0.0014779210938211768,-1.3429632118371159e-05,172.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,173,-0.0008970940558288765,-7.301438279488428e-05,173.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,174,-9.891969300364013e-05,-0.0002916227702043122,174.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,175,-4.989504120175729e-05,-0.0008215226972968466,175.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,176,-2.493472670764789e-05,-0.000989590648301715,176.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,177,0.0,-0.0003814792929856796,177.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,178,0.0,-9.574153312041473e-05,178.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,179,0.00015385140018346,7.297565470139036e-05,179.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,180,0.0005360702769479847,0.00023337605878324944,180.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,181,0.0009943702273010034,0.0004444232175735679,181.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,182,0.0004891374473724499,0.0004054165570912413,182.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,183,0.0,0.00022783045495966734,183.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,184,-2.4499238402888682e-05,6.0644946693779586e-05,184.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,185,-0.008251851385220856,-0.00014315771818869188,185.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,186,-0.017514312067527307,-0.00040143298513860694,186.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,187,-0.018304593723709052,-0.0005126921569055895,187.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,188,-0.016788357276902033,-0.0004795684579266119,188.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,189,-0.013246721816017791,-0.00037985465942178817,189.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,190,-0.007191909303481298,-0.00022079799993528782,190.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,191,-0.00012471895225173326,-7.754522212431516e-05,191.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,192,0.0,3.1595096896553145e-06,192.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,193,0.0,6.480866834888121e-05,193.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,194,0.0,8.70217227615038e-05,194.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,195,0.0,4.106592589111336e-05,195.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,196,-0.0016776974187811852,-8.519586064836055e-05,196.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,197,-0.009192304832080157,-0.00033462022799402697,197.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,198,-0.015495260139734748,-0.0011012651334985548,198.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,199,-0.020136017310493037,-0.0034170656088565224,199.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,200,-0.02262516867183475,-0.0049926741455853085,200.0,snPATHOseq,CosMx_tumor,-1,0
chr2,2,201,-0.021734576457000113,-0.004521530051148767,201.0,snPATHOseq,CosMx_tumor,-1,0
chr2,2,202,-0.018513543966049827,-0.002028341311050084,202.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,203,-0.012881504908263206,-0.0006502106364570706,203.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,204,-0.0068864305422002385,-2.322121726203816e-05,204.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,205,-0.0021214702108030238,6.897921299320501e-05,205.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,206,-0.000847344881457576,7.394299221094557e-05,206.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,207,-0.000202481205504289,1.988147906489317e-05,207.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,208,0.0,-2.2882003300289304e-05,208.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,209,0.0,6.262772366417526e-05,209.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,210,2.4856611548684194e-05,0.0014569427794985873,210.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,211,0.0007346701756383752,0.004619826873552994,211.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,212,0.004629476105064818,0.0017555998111222586,212.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,213,0.010142030911669164,0.0003071154173061284,213.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,214,0.010959367771582504,4.3883372938300114e-05,214.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,215,0.006014186244001699,-0.0002069754734035252,215.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,216,0.0027476303921952256,-0.0002445066099598128,216.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,217,0.0014358679644590276,-7.380898642835749e-05,217.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,218,0.0010313974077636606,3.4165564548735474e-05,218.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,219,0.0010438436501518983,0.00010940931634036567,219.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,220,0.0013339110283083896,0.0002184525858964127,220.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,221,0.0014593055113966014,0.0002448544563238346,221.0,snPATHOseq,CosMx_tumor,0,0
chr2,2,222,0.0018943056577416714,0.00028808184760510864,222.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,223,-0.004474885042016818,-7.776604236013825e-05,223.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,224,-0.00650432272408757,-0.00016797393235896854,224.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,225,-0.008850195242332546,-0.00033391505587365483,225.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,226,-0.010412733152892328,-0.0006416252467482209,226.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,227,-0.010954000226198751,-0.0010540469004983704,227.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,228,-0.009697277579406962,-0.0013325268024684603,228.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,229,-0.00446553825695922,-0.0008780575702139378,229.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,230,-0.00027614344747139784,-0.0004862169382265288,230.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,231,0.0,-0.00031394958171852307,231.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,232,0.0,-0.00011800700145545067,232.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,233,0.0,3.57764079255617e-05,233.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,234,0.0,8.919213629597224e-05,234.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,235,0.0,0.00018657354834595953,235.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,236,2.5046767186763686e-05,0.0003257346838026255,236.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,237,0.00010620934012865561,0.0003351594469699725,237.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,238,0.0008879842476624448,0.00042577384696473045,238.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,239,0.005943785944895921,0.0006049390322788409,239.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,240,0.011869085269820594,0.0005970002180530599,240.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,241,0.010091076638101997,0.0005103699310902931,241.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,242,0.0074421615332126555,0.0004815991557826578,242.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,243,0.0040213298738606676,-4.9664291395740746e-05,243.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,244,0.0004483085542664239,-0.0021668337374400703,244.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,245,0.0,-0.004085241981988264,245.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,246,0.0,-0.0022217813811870597,246.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,247,-2.5178288815176963e-05,-0.0008953986302351775,247.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,248,-0.00012547298336750346,2.0064216038082283e-05,248.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,249,0.0005779866962721673,0.0002446240332580783,249.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,250,0.0016753355532832658,0.0003917797600939768,250.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,251,0.0001300211872898813,0.0003483008760571416,251.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,252,5.18848627981893e-05,0.0003510757868209086,252.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,253,0.0,0.00019734411422811412,253.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,254,0.0,8.129490094487281e-05,254.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,255,0.0,-5.8797017548196775e-05,255.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,256,0.0,-0.000246210029810833,256.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,257,-2.439827187239999e-05,-0.0006696592687347142,257.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,258,-0.0002050439528164431,-0.0011788548289398107,258.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,259,-0.00015964952523659536,-0.0016461737963770254,259.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,260,-0.00016659476490307748,-0.002506151919162348,260.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,261,-3.850479663127247e-05,-0.003638710133197716,261.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,262,5.550873192419201e-05,-0.004736182666022996,262.0,snPATHOseq,CosMx_tumor,0,0
chr3,3,263,-2.4242012960491722e-05,-0.005179236103822461,263.0,snPATHOseq,CosMx_tumor,0,0
